VacationHomeID,VacHomeClass,VacHomeZone,VacHomeLotFrontage,VacHomeLotSqFt,VacHomeStreet,VacHomeRoad,VacHomeLotShape,VacHomeLandContour,VacHomeUtilities,VacHomeLotConfig,VacHomeLandSlope,VacHomeNeighborhood,VacHomeCondition,VacHomeBuilding,VacHomeHouseStyle,VacHomeRating,VacHomeQuality,VacHomeConsYear,VacHomeSince,VacHomeRoofStyle,VacHomeRoofMat,VacHomeExterior,VacHomeMasonryVeneer,VacHomeMasonryArea,VacHomeExterQual,VacHomeQual,VacHomeFoundation,VacHomeBsmtQuality,VacHomeBsmtLight,VacHomeBsmtFinish,VacHomeBsmtSqFt,VacHomeHeating,VacHomeHeatingQuality,VacHomeAC,VacHomeElectricalWiring,VacHomeFloor1SqFt,VacHomeFloor2SqFt,VacHomeSqFt,VacHomeNumFullBath,VacHomeNumHalfBath,VacHomeBedroomWithCloset,VacHomeKitcheninHome,VacHomeKitchenQuality,VacHomeRooms,VacHomeFireplaces,VacHomeFireplaceQuality,VacHomeGarageType,VacHomeGarageFinish,VacHomeCarsInGarage,VacHomeGarageArea,VacHomeGarageQuality,VacHomeDriveway,VacHomeWoodDeckSqFt,VacHomePorchSqFt,VacHomePoolSqFt,VacHomePoolQuality,VacHomeFence,VacHomeStartMonth,VacHomeStartYear,VacHomeSaleType,VacHomeSaleCondition,VacHomeSalePrice,VacHomeInterestInHome,VacHomeGoodSchools,VacHomeAvailableDate,VacHomeBarCode,VacHomeOwnerAddress,VacHomeOwnerCity,VacHomeOwnerCountry,VacHomeOwnerEmail,VacHomeOwnerGender,VacHomeOwnerState,VacHomeOwnerZipcode,VacHomeRenovationAmount,VacHomeSurveyDate,VacHomeSurveyRating,VacHomeReviewDate,VacHomeReviewRating
717,VacHomeClass-7,VacHomeZone-2,60.0,10800,Cobblestone,Concrete,Pie,Slope,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 18,Proximity to School,Apartment,Bungalow,7,8,1895,2002,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,4,Strip foundation,3.0,No Sunlight,Dry Wall,718,Furnace,5,Yes,NM Cable,1576,978,2554,1,1,3,1,3,8,0,,Detached,Metal Panels,2,704,3,Partially Gravel,0,0,0,0,No Fence,7,2007,Down payment assistance,Regular,132391.0,N,N,2021-09-14,44888039,"Pieperweg 26
83986 Bad Brückenau",Guben,Liberia,qgute@web.de,F,Mecklenburg-Vorpommern,12539,72.0,2021-02-26,2.1,2021-02-26,2.1
718,VacHomeClass-1,VacHomeZone-1,80.0,10000,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 17,Proximity to School,Apartment,Contemporary,5,6,1978,2008,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,4.0,No Sunlight,CleanSpace Wall System,1176,Furnace,4,Yes,NM Cable,1178,0,1178,1,1,3,1,4,5,1,Fa,Attached,Metal Panels,2,439,3,Paved,224,0,0,0,Vinyl Fences,11,2008,Down payment assistance,Regular,130316.0,Y,N,2021-12-01,80404323,"Werneckestraße 95
28202 Brandenburg",Rochlitz,Martinique,zoran79@rosenow.com,F,Baden-Württemberg,2815,2.0,2021-10-19,2.6,2021-10-19,2.6
719,VacHomeClass-6,VacHomeZone-1,96.0,10542,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 14,Proximity to School,Apartment,Bungalow,7,5,1997,2002,Sawtooth,Rolled Roofing,Wood Shingle,Natural Stone,651.0,4,3,Individual footing,4.0,French Doors,ZenWall Panels,1311,Furnace,5,Yes,NM Cable,1325,1093,2418,2,1,3,1,4,9,1,TA,Attached,Wood Sheathing,3,983,3,Paved,250,0,0,0,No Fence,8,2008,Down payment assistance,Regular,283036.0,N,N,2021-08-19,21187025,"Schmidtplatz 8
83448 Höxter",Kusel,Sonderverwaltungszone Hongkong,josefinebohlander@kruschwitz.de,F,Hessen,33230,83.0,2021-06-30,2.5,2021-06-30,2.5
720,VacHomeClass-1,VacHomeZone-1,69.0,9920,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 6,Proximity to School,Apartment,Contemporary,5,6,1972,1974,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,4.0,French Doors,BrightWall Paneling,971,Furnace,3,Yes,NM Cable,971,0,971,1,1,3,1,3,5,1,Po,Attached,Metal Panels,1,300,3,Paved,0,0,0,0,No Fence,5,2006,Down payment assistance,Regular,106661.0,Y,Y,2021-09-14,78592292,"Samir-Steinberg-Gasse 872
92034 Grafenau",Spremberg,Mauretanien,andersmanja@schoenland.com,F,Bayern,28154,34.0,2021-10-01,1.0,2021-10-01,1.0
721,VacHomeClass-12,VacHomeZone-1,,6563,Cobblestone,Gravel,Reverse Pie,Low Level,Trash|Gas|Water|Electricity,Cul-de-sac,Little Slope,RNH 23,Proximity to School,Apartment,Contemporary,8,5,1990,1993,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,4,3,Individual footing,4.0,French Doors,ZenWall Panels,1742,Furnace,3,Yes,NM Cable,1742,0,1742,2,0,2,1,4,5,1,TA,Attached,Wood Sheathing,2,564,3,Paved,114,0,0,0,No Fence,12,2006,Down payment assistance,Regular,228256.0,N,N,2021-08-13,57750965,"Neureutherstraße 261
49608 Bautzen",Hansestadttralsund,Uganda,natalizaenker@junken.com,Unknown,Mecklenburg-Vorpommern,4269,46.0,2021-06-07,2.1,2021-06-07,2.1
722,VacHomeClass-12,VacHomeZone-2,,4426,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 6,Proximity to School,SingleFamilyHome,Contemporary,6,5,2009,2007,Gable,Rolled Roofing,Board Batten,Natural Stone,169.0,4,3,Individual footing,4.0,Large Windows,ZenWall Panels,848,Furnace,5,Yes,NM Cable,848,0,848,1,0,1,1,4,3,0,,Attached,Wood Sheathing,2,420,3,Paved,160,0,0,0,No Fence,5,2010,Down payment assistance,Regular,118696.0,N,Y,2021-10-28,78731189,"Vollbrechtring 038
24558 Quedlinburg",Nauen,Neukaledonien,annedorejunck@googlemail.com,F,Sachsen-Anhalt,76886,42.0,2021-11-28,4.9,2021-11-28,4.9
723,VacHomeClass-1,VacHomeZone-1,70.0,8120,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,4,7,1974,1979,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,4,Combined footing,3.0,No Sunlight,BrightWall Paneling,864,Furnace,5,Yes,NM Cable,864,0,864,1,0,3,1,3,5,0,,Detached,Metal Panels,2,463,3,Paved,0,0,0,0,No Fence,7,2009,Down payment assistance,Regular,103341.0,N,N,2021-08-24,87807134,"Ignaz-Butte-Weg 6
39800 Nördlingen",Gräfenhainichen,Pitcairn,trappzeynep@girschner.de,M,Thüringen,27688,88.0,2021-08-10,4.8,2021-08-10,4.8
724,VacHomeClass-5,VacHomeZone-1,60.0,8172,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 8,Proximity to School,Apartment,Craftsman,4,6,1956,1980,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,3,Individual footing,3.0,No Sunlight,Dry Wall,941,Furnace,5,Yes,NM Cable,997,473,1470,2,0,4,1,3,7,0,,Detached,Metal Panels,1,548,3,Paved,0,0,0,0,No Fence,5,2008,Down payment assistance,Regular,112056.0,N,Y,2021-07-03,67590179,"Sibilla-Bolander-Weg 7
99217 Burglengenfeld",Rostock,Äquatorialguinea,phillipsteckel@roskoth.net,M,Nordrhein-Westfalen,16218,57.0,2021-03-23,1.2,2021-03-23,1.2
725,VacHomeClass-1,VacHomeZone-1,86.0,13286,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 8,Proximity to School,Apartment,Contemporary,9,5,2008,2015,Sawtooth,Rolled Roofing,Metal,Manmade Panels,340.0,5,3,Individual footing,5.0,No Sunlight,ZenWall Panels,1698,Furnace,5,Yes,NM Cable,1698,0,1698,2,0,3,1,5,8,1,Gd,Attached,DryWall,3,768,3,Paved,327,0,0,0,No Fence,2,2009,Down payment assistance,Regular,265606.0,N,N,2021-12-11,98579792,"Mielcarekgasse 305
00179 Fürstenfeldbruck",Melle,Indien,textorcengiz@barth.net,Unknown,Bremen,13492,94.0,2021-07-26,4.4,2021-07-26,4.4
726,VacHomeClass-1,VacHomeZone-1,60.0,6960,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Apartment,Contemporary,4,6,1971,1976,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,BrightWall Paneling,864,Furnace,3,Yes,NM Cable,864,0,864,1,0,3,1,4,5,0,,Detached,Metal Panels,2,660,3,Paved,96,0,0,0,No Fence,11,2009,Down payment assistance,Regular,100021.0,N,Y,2021-03-09,61004566,"Andersplatz 0/9
33937 Kelheim",Pirmasens,Marokko,mendedagobert@googlemail.com,Unknown,Niedersachsen,8768,7.0,2021-05-28,1.1,2021-05-28,1.1
727,VacHomeClass-1,VacHomeZone-1,,21695,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 7,Proximity to School,Apartment,Contemporary,6,9,1993,2009,Sawtooth,Rolled Roofing,Wood Shingle,Natural Stone,260.0,4,4,Combined footing,4.0,No Sunlight,ZenWall Panels,880,Furnace,5,Yes,NM Cable,1680,0,1680,2,0,3,1,4,5,1,Gd,Attached,DryWall,2,540,3,Paved,292,182,0,0,No Fence,12,2009,Down payment assistance,Regular,184266.0,Y,N,2021-07-23,24490788,"Kuschstr. 64
65048 Wanzleben",Lüneburg,Wallis und Futuna,albersjuergen@koch.org,F,Hamburg,47858,14.0,2021-08-23,4.0,2021-08-23,4.0
728,VacHomeClass-1,VacHomeZone-1,64.0,7314,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 6,Proximity to School,Apartment,Contemporary,7,5,2012,2009,Gable,Rolled Roofing,Board Batten,Manmade Panels,82.0,4,3,Individual footing,4.0,Large Windows,ZenWall Panels,1232,Furnace,5,Yes,NM Cable,1232,0,1232,2,0,2,1,4,6,0,,Attached,Wood Sheathing,2,632,3,Paved,132,0,0,0,No Fence,2,2009,Down payment assistance,Regular,161441.0,Y,N,2021-07-07,7859182,"Adam-Ruppert-Platz 1/0
40928 Bogen",Bad Kreuznach,Swasiland,annemierohleder@lindau.com,M,Bayern,86603,34.0,2021-03-21,4.9,2021-03-21,4.9
729,VacHomeClass-11,VacHomeZone-1,85.0,11475,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,NAmes,Proximity to School,Townhome,Contemporary,5,5,1960,1966,Gable,Rolled Roofing,Board Batten,Natural Stone,95.0,3,3,Combined footing,3.0,No Sunlight,Dry Wall,1584,Furnace,3,Yes,NM Cable,1776,0,1776,2,0,4,2,3,9,0,,Detached,Metal Panels,3,888,3,Paved,0,0,0,0,No Fence,7,2009,Reverse Mortgage,Shortsale,91306.0,Y,N,2021-06-21,78211117,"Kai-Uwe-Scheuermann-Gasse 47
53300 Schwerin",Lüdenscheid,Mikronesien,jaekelandree@hotmail.de,M,Berlin,57873,19.0,2021-10-22,3.4,2021-10-22,3.4
730,VacHomeClass-2,VacHomeZone-2,52.0,6240,Cobblestone,Concrete,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 10,Proximity to School,Apartment,Craftsman,4,5,1930,1959,Gable,Rolled Roofing,Log Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,CleanSpace Wall System,780,Furnace,3,Yes,Underground Feeder Cable,848,0,1208,1,0,2,1,3,5,0,,Detached,Metal Panels,2,539,3,Paved,0,0,0,0,No Fence,1,2009,Down payment assistance,Regular,85496.0,Y,Y,2021-05-07,87120172,"Ullrichstraße 2/5
64251 Monschau",Strasburg,Kroatien,lindnerildiko@radisch.de,M,Berlin,80201,17.0,2021-02-02,1.3,2021-02-02,1.3
731,VacHomeClass-12,VacHomeZone-1,39.0,5389,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 23,Proximity to School,SingleFamilyHome,Contemporary,8,5,2000,2000,Gable,Rolled Roofing,Metal,Manmade Stone,0.0,4,3,Individual footing,4.0,No Sunlight,ZenWall Panels,1595,Furnace,5,Yes,NM Cable,1616,0,1616,2,0,2,1,4,5,1,TA,Attached,Wood Sheathing,2,608,3,Paved,237,0,0,0,No Fence,3,2010,Down payment assistance,Regular,196301.0,N,N,2021-10-07,1039542,"Ekkehard-Radisch-Straße 35
81338 Hettstedt",Belzig,Venezuela,roggevolker@yahoo.de,Unknown,Brandenburg,85312,47.0,2021-08-27,1.9,2021-08-27,1.9
732,VacHomeClass-9,VacHomeZone-1,73.0,9590,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 24,Proximity to School,Apartment,Spanish,7,5,2005,2006,Gable,Rolled Roofing,Board Batten,Natural Stone,442.0,4,3,Individual footing,5.0,Large Windows,ZenWall Panels,868,Furnace,5,Yes,NM Cable,1146,0,1146,2,0,3,1,4,6,1,Gd,Attached,DryWall,2,438,3,Paved,160,0,0,0,No Fence,5,2007,Down payment assistance,Regular,155631.0,N,N,2021-04-04,42506584,"Elise-Stey-Ring 4
61576 Böblingen",Mühldorf am Inn,Tuvalu,ufoerster@hotmail.de,F,Sachsen,74105,37.0,2021-12-02,3.2,2021-12-02,3.2
733,VacHomeClass-6,VacHomeZone-1,75.0,11404,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 6,Proximity to School,Apartment,Bungalow,7,5,1999,2003,Gable,Rolled Roofing,Board Batten,Natural Stone,202.0,4,3,Individual footing,4.0,Large Windows,BrightWall Paneling,1153,Furnace,5,Yes,NM Cable,1153,878,2031,2,1,3,1,4,8,1,TA,Attached,DryWall,2,541,3,Paved,192,0,0,0,No Fence,7,2008,Down payment assistance,Regular,184681.0,Y,N,2021-10-31,21822902,"Türkan-Dörr-Allee 1/2
49682 Uffenheim",Lübben,Pitcairn,schomberernst-otto@naser.net,M,Hamburg,16807,9.0,2021-06-30,3.1,2021-06-30,3.1
734,VacHomeClass-1,VacHomeZone-1,80.0,10000,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 20,Proximity to Hospital,Apartment,Contemporary,5,6,1966,1987,Sawtooth,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,3.0,No Sunlight,CleanSpace Wall System,864,Furnace,5,Yes,NM Cable,1144,0,1144,1,0,3,1,3,6,1,TA,Attached,Wood Sheathing,1,264,3,Paved,165,0,0,0,Wood Fences,3,2009,Down payment assistance,Regular,109068.0,Y,N,2021-03-19,28257363,"Joachim-Haase-Straße 5
04877 Forst",Badoberan,Chile,urban95@wagner.de,F,Baden-Württemberg,67484,39.0,2021-08-19,4.4,2021-08-19,4.4
735,VacHomeClass-1,VacHomeZone-1,,8978,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 20,Proximity to School,Apartment,Contemporary,5,5,1973,1975,Gable,Rolled Roofing,Brick,Manmade Stone,0.0,3,3,Individual footing,3.0,No Sunlight,Dry Wall,948,Furnace,3,Yes,NM Cable,948,0,948,1,0,3,1,3,6,0,,Attached,Metal Panels,1,300,3,Paved,147,0,0,0,No Fence,5,2007,Down payment assistance,Foreclosure,89646.0,N,Y,2021-01-18,50258758,"Seipstraße 05
79832 Lichtenfels",Ribnitz-Damgarten,Zypern,michaela68@binner.com,M,Bayern,90460,72.0,2021-12-07,2.6,2021-12-07,2.6
736,VacHomeClass-8,VacHomeZone-2,60.0,10800,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 18,Proximity to School,Apartment,Modern,7,7,1919,1977,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,3,Strip foundation,4.0,Small Windows,Foamax,880,Boiler,2,No,NM Cable,880,888,1768,1,1,2,1,3,6,2,TA,Detached,Metal Panels,2,320,3,Only Gravel,0,0,0,0,No Fence,10,2006,Down payment assistance,Regular,135296.0,N,N,2021-03-07,48726740,"Kohlstraße 590
06364 Hansestadttralsund",Genthin,Kirgisistan,fschmiedecke@aol.de,F,Bremen,91513,46.0,2021-05-30,3.3,2021-05-30,3.3
737,VacHomeClass-11,VacHomeZone-1,60.0,8544,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,NAmes,Proximity to School,Townhome,Contemporary,3,4,1952,1958,Gable,Rolled Roofing,Fiber cement,Manmade Stone,0.0,3,3,Combined footing,,,,0,Furnace,4,No,Armored Cable,1040,0,1040,2,0,2,2,3,6,0,,Detached,Metal Panels,2,400,3,Paved,0,0,0,0,No Fence,7,2006,Down payment assistance,Regular,77611.0,N,N,2021-06-09,17247122,"Reisingplatz 715
36863 Lübben",Lobenstein,Kambodscha,horst78@preiss.com,Unknown,Thüringen,14638,73.0,2021-11-17,3.1,2021-11-17,3.1
738,VacHomeClass-6,VacHomeZone-1,72.0,10463,Cobblestone,Gravel,Reverse Pie,High Level,Trash|Gas|Water|Electricity,Cul-de-sac,No Slope,RNH 9,Proximity to School,Apartment,Bungalow,8,5,2009,2012,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,4,3,Individual footing,4.0,No Sunlight,Dry Wall,893,Furnace,5,Yes,NM Cable,901,900,1801,2,1,3,1,4,8,1,Gd,Attached,DryWall,3,800,3,Paved,0,0,0,0,No Fence,6,2006,Down payment assistance,Regular,199123.0,Y,Y,2021-05-16,3057452,"Freudenbergerstraße 28
82242 Wolmirstedt",Cloppenburg,Bhutan,ferdi73@googlemail.com,F,Nordrhein-Westfalen,85124,13.0,2021-01-18,2.5,2021-01-18,2.5
739,VacHomeClass-11,VacHomeZone-1,60.0,10800,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 8,Proximity to School,Townhome,Contemporary,5,5,1989,1993,Gable,Rolled Roofing,Brick,Manmade Stone,0.0,3,3,Combined footing,4.0,French Doors,ZenWall Panels,1200,Furnace,3,Yes,NM Cable,1200,0,1200,3,0,3,1,3,5,0,,No Garage,Unfinished,0,0,0,Paved,120,0,0,0,No Fence,3,2009,Down payment assistance,Foreclosure,148576.0,Y,N,2021-05-13,91440822,"Rosl-Renner-Allee 943
01651 Sankt Goar",Iserlohn,Ungarn,ewinkler@troest.net,F,Thüringen,50734,75.0,2021-09-01,4.1,2021-09-01,4.1
740,VacHomeClass-6,VacHomeZone-1,65.0,9313,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 6,Proximity to School,Apartment,Bungalow,7,5,2006,2009,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,4,3,Individual footing,4.0,No Sunlight,Dry Wall,864,Furnace,5,Yes,NM Cable,864,864,1728,2,1,3,1,4,7,0,,Attached,Wood Sheathing,2,572,3,Paved,187,0,0,0,No Fence,4,2009,Down payment assistance,Regular,157706.0,N,N,2021-08-22,58471128,"Horst-Peter-Ehlert-Ring 49
01145 Anklam",Greifswald,Äthiopien,walburgamargraf@hotmail.de,Unknown,Thüringen,27905,83.0,2021-07-24,4.6,2021-07-24,4.6
741,VacHomeClass-7,VacHomeZone-2,60.0,9600,Cobblestone,Concrete,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 18,Proximity to School,Apartment,Bungalow,5,7,1913,2009,Gable,Rolled Roofing,Wood Shingle,Manmade Stone,0.0,3,4,Strip foundation,2.0,No Sunlight,Dry Wall,264,Furnace,5,Yes,NM Cable,768,664,1432,2,0,2,1,3,7,0,,Detached,Metal Panels,2,360,3,Paved,270,0,0,0,Composite Fences,5,2007,Down payment assistance,Shortsale,109566.0,Y,Y,2021-06-28,66679219,"Alex-Hethur-Ring 076
49474 Parsberg",Günzburg,Haiti,ursschenk@meister.com,M,Rheinland-Pfalz,670,40.0,2021-05-05,4.0,2021-05-05,4.0
742,VacHomeClass-1,VacHomeZone-1,65.0,6768,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 20,Proximity to Hospital,Apartment,Contemporary,6,8,1966,2001,Sawtooth,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,4,Combined footing,3.0,Small Windows,ZenWall Panels,912,Furnace,4,Yes,NM Cable,912,0,912,1,0,3,1,4,5,0,,Detached,Metal Panels,1,288,3,Paved,168,0,0,0,Composite Fences,5,2008,Down payment assistance,Regular,117866.0,N,N,2021-10-14,39343666,"Anne-Kathrin-Sölzer-Ring 47
64466 Darmstadt",München,Russische Föderation,paffrathria@aol.de,F,Brandenburg,65069,17.0,2021-02-15,4.9,2021-02-15,4.9
743,VacHomeClass-1,VacHomeZone-1,65.0,8450,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 21,Proximity to School,Apartment,Contemporary,7,5,2003,2008,Gable,Rolled Roofing,Board Batten,Natural Stone,108.0,3,3,Individual footing,4.0,No Sunlight,Dry Wall,1349,Furnace,5,Yes,NM Cable,1349,0,1349,2,0,3,1,3,6,0,,Attached,Metal Panels,2,539,3,Paved,120,0,0,0,Composite Fences,12,2007,Down payment assistance,Regular,148576.0,Y,Y,2021-08-15,96923849,"Centa-Carsten-Gasse 2
11443 Zeulenroda",Stade,Simbabwe,benderadalbert@yahoo.de,M,Sachsen,64969,15.0,2021-09-16,2.2,2021-09-16,2.2
744,VacHomeClass-9,VacHomeZone-1,70.0,12886,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 20,Proximity to School,Apartment,Spanish,5,6,1964,2006,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,3,3,Combined footing,4.0,Large Windows,BrightWall Paneling,520,Furnace,5,Yes,NM Cable,1464,0,1464,2,0,3,1,3,6,1,TA,Attached,Wood Sheathing,2,480,3,Paved,302,0,0,0,No Fence,10,2009,Down payment assistance,Regular,145256.0,Y,N,2021-05-21,4347040,"Miguel-Hornig-Ring 4/8
50481 Schwerin",Lichtenfels,Äthiopien,hendrikserdogan@gmail.com,M,Niedersachsen,45968,39.0,2021-12-10,1.1,2021-12-10,1.1
745,VacHomeClass-12,VacHomeZone-1,41.0,5395,Cobblestone,Gravel,Reverse Pie,High Level,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 23,Proximity to School,SingleFamilyHome,Contemporary,8,5,1997,1999,Gable,Rolled Roofing,Horizontal Wood,Manmade Stone,0.0,4,3,Individual footing,4.0,No Sunlight,ZenWall Panels,1337,Furnace,4,Yes,NM Cable,1337,0,1337,2,0,2,1,4,5,1,TA,Attached,Wood Sheathing,2,462,3,Paved,96,168,0,0,No Fence,10,2008,Down payment assistance,Regular,149406.0,N,N,2021-07-21,78336032,"Rosalia-Textor-Ring 65
44042 Bayreuth",Backnang,Mali,gschulz@web.de,F,Nordrhein-Westfalen,33262,29.0,2021-10-01,4.3,2021-10-01,4.3
746,VacHomeClass-6,VacHomeZone-1,,8963,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 17,Proximity to School,Apartment,Bungalow,8,9,1979,2006,Sawtooth,Rolled Roofing,Board Batten,Natural Stone,289.0,5,4,Combined footing,3.0,No Sunlight,ZenWall Panels,1142,Furnace,5,Yes,NM Cable,1175,1540,2715,3,1,4,1,4,11,2,TA,Breezeway,DryWall,2,831,3,Paved,0,0,0,0,No Fence,7,2008,Down payment assistance,Regular,248840.0,Y,Y,2021-12-06,26697758,"Daniel-Staude-Platz 769
96889 Ueckermünde",Eutin,Afghanistan,qbaum@hotmail.de,Unknown,Sachsen-Anhalt,35280,46.0,2021-01-13,3.4,2021-01-13,3.4
747,VacHomeClass-6,VacHomeZone-1,,8795,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 9,Proximity to School,Apartment,Bungalow,7,5,2002,2005,Gable,Rolled Roofing,Board Batten,Manmade Stone,0.0,4,3,Individual footing,4.0,No Sunlight,ZenWall Panels,952,Furnace,5,Yes,NM Cable,980,1276,2256,2,1,4,1,4,8,1,TA,Breezeway,DryWall,2,554,3,Paved,224,0,0,0,No Fence,4,2009,Down payment assistance,Regular,195886.0,N,N,2021-02-20,69427923,"Vinko-Ruppersberger-Weg 5/6
78946 Garmisch-Partenkirchen",Lobenstein,Brunei Darussalam,hans-adolfkoester@trueb.com,Unknown,Schleswig-Holstein,64294,55.0,2021-05-30,1.5,2021-05-30,1.5
748,VacHomeClass-7,VacHomeZone-2,65.0,11700,Cobblestone,Cobblestone,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Corner lot,No Slope,RNH 18,Proximity to School,Apartment,Bungalow,7,7,1883,2005,Colonial,Rolled Roofing,Fiber cement,Manmade Stone,0.0,4,3,Drilled Shafts,3.0,No Sunlight,Dry Wall,1240,Boiler,3,No,NM Cable,1320,1320,2640,1,1,4,1,4,8,1,Gd,Detached,Metal Panels,4,864,3,Only Gravel,181,0,0,0,No Fence,5,2009,Down payment assistance,Regular,220768.57,Y,N,2021-02-05,42444572,"Cathleen-Pohl-Straße 55
66077 Paderborn",Emmendingen,Norfolkinsel,ekroker@gmail.com,M,Bayern,13294,75.0,2021-04-24,3.9,2021-04-24,3.9
749,VacHomeClass-1,VacHomeZone-1,59.0,10593,Cobblestone,Gravel,Reverse Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 14,Proximity to School,Apartment,Contemporary,7,5,2000,2002,Sawtooth,Rolled Roofing,Board Batten,Natural Stone,338.0,4,3,Individual footing,4.0,No Sunlight,ZenWall Panels,1720,Furnace,5,Yes,NM Cable,1720,0,1720,2,0,3,1,4,7,1,TA,Attached,DryWall,2,527,3,Paved,240,0,0,0,No Fence,3,2010,Down payment assistance,Regular,216138.0,Y,N,2021-10-04,54584907,"Betty-Staude-Allee 3
67363 Gardelegen",Kronach,Vanuatu,geislertina@aol.de,F,Bremen,75892,68.0,2021-11-08,2.8,2021-11-08,2.8
750,VacHomeClass-5,VacHomeZone-1,50.0,8405,Cobblestone,Gravel,Pie,Flat,Trash|Gas|Water|Electricity,Interior lot,No Slope,RNH 8,Proximity to School,Apartment,Craftsman,4,3,1947,1957,Gable,Rolled Roofing,Vinyl,Manmade Stone,0.0,3,3,Pile foundation,,,,0,Hybrid Heating,3,No,Armored Cable,1088,441,1529,2,0,4,1,3,9,0,,Detached,Metal Panels,1,240,3,Only Gravel,92,0,0,0,No Fence,4,2009,Down payment assistance,Regular,81346.0,Y,Y,2021-04-18,38986055,"Ditschlerinstr. 87
58145 Wiedenbrück",Mayen,Suriname,kobeltdiethelm@dowerg.net,Unknown,Saarland,27962,96.0,2021-07-30,1.5,2021-07-30,1.5
